pgid;startdatum;einddatum;eind_winter;begin_zomer;eind_zomer;begin_winter;zomerpeil;winterpeil;2e marge onder;1e marge onder;1e marge boven;2e marge boven
PG0200;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0600;20190101;20231031;01-04;01-05;01-09;01-10;-0.65;-0.65;25;10;10;25
PG1287;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2233;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0988;20190101;20230404;01-04;01-05;01-09;01-10;-0.85;-0.85;25;10;10;25
PG0937;20190101;20250120;01-04;01-05;01-09;01-10;-2;-2;0;0;0;0
PG0183;20190101;20230404;01-04;01-05;01-09;01-10;-0.97;-1.07;25;10;10;25
PG0096;20190101;20230717;01-04;01-05;01-09;01-10;3;2.8;25;10;10;25
PG0771;20190101;20210210;01-04;01-05;01-09;01-10;-0.5;-0.7;10;5;5;10
PG1228;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1065;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1038;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0287;20190101;20210420;01-04;01-05;01-09;01-10;-1.76;-1.76;10;5;5;10
PG1074;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1140;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0448;20190101;20271115;01-04;01-05;01-09;01-10;-2.14;-2.24;25;10;10;25
PG0918;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0609;20190101;20230404;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG1335;20190101;20221115;01-04;01-05;01-09;01-10;0.2;0;25;10;10;25
PG0997;20190101;20271101;01-04;01-05;01-09;01-10;-1.78;-1.78;25;10;10;25
PG1485;20190101;20271130;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG0603;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG0783;20190101;20230404;01-04;01-05;01-09;01-10;-0.55;-0.55;25;10;10;25
PG0683;20190101;20250514;01-04;01-05;01-09;01-10;-0.3;-0.3;0;0;0;0
PG0858;20190101;20230404;01-04;01-05;01-09;01-10;-1.33;-1.33;25;10;10;25
PG1252;20190101;20230404;01-04;01-05;01-09;01-10;-1.425;-1.425;25;22.5;22.5;25
PG1477;20190101;20271130;01-04;01-05;01-09;01-10;-1.05;-1.05;25;10;10;25
PG2070;20190101;20230717;01-04;01-05;01-09;01-10;1.6;1.5;25;10;10;25
PG0773;20190101;20271101;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG0518;20190101;20240321;01-04;01-05;01-09;01-10;0.15;0.15;25;10;10;25
PG2408;20190101;20240219;01-04;01-05;01-09;01-10;-1.8;-1.8;10;5;5;10
PG1060;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0351;20190101;20210210;01-04;01-05;01-09;01-10;-0.3;-0.5;10;5;5;10
PG0523;20190101;20240321;01-04;01-05;01-09;01-10;0.02;0.02;25;10;10;25
PG0967;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1049;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0866;20190101;20230404;01-04;01-05;01-09;01-10;-1.95;-1.95;25;10;10;25
PG0911;20190101;20240219;01-04;01-05;01-09;01-10;-1.77;-1.77;10;5;5;10
PG0996;20190101;20210420;01-04;01-05;01-09;01-10;-1.6;-1.7;10;5;5;10
PG0519;20190101;20240321;01-04;01-05;01-09;01-10;-0.1;-0.1;25;10;10;25
PG1323;20051020;20081020;01-04;01-05;01-09;01-10;-2.42;-2.47;0;0;0;0
PG1323;20081020;20111020;01-04;01-05;01-09;01-10;-2.44;-2.49;0;0;0;0
PG1323;20111020;20141020;01-04;01-05;01-09;01-10;-2.46;-2.51;0;0;0;0
PG1323;20141020;20191231;01-04;01-05;01-09;01-10;-2.48;-2.53;0;0;0;0
PG1732;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1725;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1746;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1727;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1724;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1718;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;638;0
PG1996;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG0127;20190101;20271130;01-04;01-05;01-09;01-10;-0.25;-0.25;0;275;10;25
PG1891;20190101;20250120;01-04;01-05;01-09;01-10;-1.95;-2.05;0;0;0;0
PG1892;20190101;20250120;01-04;01-05;01-09;01-10;-1.95;-2.05;0;0;0;0
PG1890;20190101;20250120;01-04;01-05;01-09;01-10;-1.95;-2.05;0;0;0;0
PG1893;20190101;20250120;01-04;01-05;01-09;01-10;-1.95;-2.05;0;0;0;0
PG1888;20190101;20250120;01-04;01-05;01-09;01-10;-1.4;-1.4;0;0;0;0
PG1889;20190101;20250120;01-04;01-05;01-09;01-10;-1.37;-1.37;0;0;0;0
PG1885;20190101;20250120;01-04;01-05;01-09;01-10;-1.4;-1.4;0;0;0;0
PG1886;20190101;20250120;01-04;01-05;01-09;01-10;-1.4;-1.4;0;0;0;0
PG1884;20190101;20250120;01-04;01-05;01-09;01-10;-1.4;-1.4;0;0;0;0
PG1883;20190101;20250120;01-04;01-05;01-09;01-10;-1.4;-1.4;0;0;0;0
PG1882;20190101;20250120;01-04;01-05;01-09;01-10;-1.4;-1.4;0;0;0;0
PG1880;20190101;20250120;01-04;01-05;01-09;01-10;-2.08;-2.19;0;0;0;0
PG1881;20190101;20250120;01-04;01-05;01-09;01-10;-1.4;-1.4;0;0;0;0
PG0546;20190101;20250514;01-04;01-05;01-09;01-10;-1.7;-1.9;0;0;0;0
PG0164;20190101;20221115;01-04;01-05;01-09;01-10;0.2;0.05;25;10;10;25
PG0084;20190101;20230717;01-04;01-05;01-09;01-10;2.3;2.1;25;10;10;25
PG0030;20190101;20230717;01-04;01-05;01-09;01-10;2.1;1.9;25;10;10;25
PG0534;20190101;20240321;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG0342;20190101;20210210;01-04;01-05;01-09;01-10;-0.35;-0.35;10;5;5;10
PG1768;20190605;20290605;01-04;01-05;01-09;01-10;-1.65;-1.65;25;10;10;25
PG1305;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2353;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.6;25;10;10;25
PG2341;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2339;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0638;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.55;25;10;10;25
PG1897;20190101;20250120;01-04;01-05;01-09;01-10;-2.01;-2.11;0;0;0;0
PG1896;20190101;20250120;01-04;01-05;01-09;01-10;-2.01;-2.11;0;0;0;0
PG0262;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.8;10;5;5;10
PG0813;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG1022;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0784;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG1100;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0637;20190101;20271130;01-04;01-05;01-09;01-10;-0.1;-0.1;25;10;10;25
PG2386;20190101;20231009;01-04;01-05;01-09;01-10;1.9;1.8;25;10;10;25
PG2422;20190101;20231009;01-04;01-05;01-09;01-10;1.9;1.8;25;10;10;25
PG2421;20190101;20231009;01-04;01-05;01-09;01-10;1.9;1.8;25;10;10;25
PG2384;20190101;20231009;01-04;01-05;01-09;01-10;1.9;1.8;25;10;10;25
PG0397;20190605;20220605;01-04;01-05;01-09;01-10;-1.85;-1.95;25;10;10;25
PG0397;20220605;20250605;01-04;01-05;01-09;01-10;-1.87;-1.97;25;10;10;25
PG0397;20250605;20280605;01-04;01-05;01-09;01-10;-1.89;-1.99;25;10;10;25
PG0397;20280605;20310605;01-04;01-05;01-09;01-10;-1.91;-2.01;25;10;10;25
PG2176;20190101;20231009;01-04;01-05;01-09;01-10;2.8;2.6;25;10;10;25
PG0663;20190101;20230404;01-04;01-05;01-09;01-10;-1.4;-1.55;25;10;10;25
PG0258;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.8;10;5;5;10
PG0558;20190101;20250514;01-04;01-05;01-09;01-10;-1.6;-1.65;0;0;0;0
PG0545;20190101;20231023;01-04;01-05;01-09;01-10;0.5;0.3;25;10;10;25
PG0020;20190101;20221115;01-04;01-05;01-09;01-10;2;1.8;25;10;10;25
PG0003;20190101;20221115;01-04;01-05;01-09;01-10;0.15;-0.15;25;10;10;25
PG0169;20190101;20221115;01-04;01-05;01-09;01-10;0.75;0.55;25;10;10;25
PG2340;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1011;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0472;20190101;20231031;01-04;01-05;01-09;01-10;0.14;0.14;25;10;10;25
PG0704;20190101;20230717;01-04;01-05;01-09;01-10;0.3;0.3;25;10;10;25
PG1076;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0894;20190101;20231023;01-04;01-05;01-09;01-10;0.3;0.3;25;10;10;25
PG1037;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0912;20190101;20240219;01-04;01-05;01-09;01-10;-1.65;-1.65;10;5;5;10
PG0764;20190101;20250514;01-04;01-05;01-09;01-10;-1.5;-1.5;0;0;0;0
PG1214;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1382;20051020;20081020;01-04;01-05;01-09;01-10;-2.28;-2.28;0;0;0;0
PG1382;20081020;20111020;01-04;01-05;01-09;01-10;-2.3;-2.3;0;0;0;0
PG1382;20111020;20141020;01-04;01-05;01-09;01-10;-2.32;-2.32;0;0;0;0
PG1382;20141020;20191231;01-04;01-05;01-09;01-10;-2.34;-2.34;0;0;0;0
PG1143;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0948;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1443;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1446;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1223;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG1223;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG1448;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1439;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG2087;20190101;20240321;01-04;01-05;01-09;01-10;-0.27;-0.27;25;10;10;25
PG0473;20190101;20231031;01-04;01-05;01-09;01-10;-0.1;-0.1;25;10;10;25
PG0453;20190101;20250514;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG0499;20190101;20231031;01-04;01-05;01-09;01-10;-0.6;-0.75;25;10;10;25
PG2106;20190101;20230404;01-04;01-05;01-09;01-10;-1.24;-1.34;25;10;10;25
PG0658;20190101;20221115;01-04;01-05;01-09;01-10;0.75;0.6;25;10;10;25
PG0085;20190101;20230717;01-04;01-05;01-09;01-10;2.5;2.3;25;10;10;25
PG2071;20190101;20231023;01-04;01-05;01-09;01-10;1.55;1.35;25;10;10;25
PG0642;20190101;20230717;01-04;01-05;01-09;01-10;3.25;3.1;25;10;10;25
PG1239;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0731;20190101;20271130;01-04;01-05;01-09;01-10;-0.05;-0.05;25;10;10;25
PG1301;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0592;20190101;20250514;01-04;01-05;01-09;01-10;-1.8;-1.8;0;0;0;0
PG1520;20190101;20240321;01-04;01-05;01-09;01-10;0;0;25;10;10;25
PG1391;20051020;20081020;01-04;01-05;01-09;01-10;-2.81;-2.91;0;0;0;0
PG1391;20081020;20111020;01-04;01-05;01-09;01-10;-2.83;-2.93;0;0;0;0
PG1391;20111020;20141020;01-04;01-05;01-09;01-10;-2.85;-2.95;0;0;0;0
PG1391;20141020;20191231;01-04;01-05;01-09;01-10;-2.87;-2.97;0;0;0;0
PG1434;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;65.0;65.0;10
PG1433;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;65.0;65.0;10
PG1431;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1432;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;65.0;65.0;10
PG1429;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1426;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;65.0;65.0;10
PG2144;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0685;20190101;20240321;01-04;01-05;01-09;01-10;-0.25;-0.25;25;10;10;25
PG2143;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1349;20190101;20250120;01-04;01-05;01-09;01-10;-1.4;-1.4;0;0;0;0
PG1217;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0344;20190101;20210210;01-04;01-05;01-09;01-10;-0.6;-0.6;10;5;5;10
PG1123;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0031;20190101;20230717;01-04;01-05;01-09;01-10;2.2;2.2;25;10;10;25
PG0921;20190101;20230404;01-04;01-05;01-09;01-10;0.36;0.36;25;10;10;25
PG1294;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1000;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0144;20190101;20221115;01-04;01-05;01-09;01-10;0.45;0.3;25;10;10;25
PG0875;20190101;20250514;01-04;01-05;01-09;01-10;;;0;0;0;0
PG1340;20190101;20250514;01-04;01-05;01-09;01-10;-1.6;-1.7;0;0;0;0
PG0398;20190605;20220605;01-04;01-05;01-09;01-10;-1.7;-1.8;25;10;10;25
PG0398;20220605;20250605;01-04;01-05;01-09;01-10;-1.71;-1.81;25;10;10;25
PG0398;20250605;20280605;01-04;01-05;01-09;01-10;-1.72;-1.82;25;10;10;25
PG0398;20280605;20310605;01-04;01-05;01-09;01-10;-1.73;-1.83;25;10;10;25
PG0591;20190101;20250514;01-04;01-05;01-09;01-10;-1.9;-2;0;0;0;0
PG0404;20190605;20220605;01-04;01-05;01-09;01-10;-1.6;-1.7;25;10;10;25
PG0404;20220605;20250605;01-04;01-05;01-09;01-10;-1.61;-1.71;25;10;10;25
PG0404;20250605;20280605;01-04;01-05;01-09;01-10;-1.62;-1.72;25;10;10;25
PG0404;20280605;20310605;01-04;01-05;01-09;01-10;-1.63;-1.73;25;10;10;25
PG1154;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0942;20190101;20230404;01-04;01-05;01-09;01-10;-2.15;-2.15;25;10;10;25
PG1505;20190101;20240321;01-04;01-05;01-09;01-10;-0.7;-0.7;25;10;10;25
PG0718;20190101;20271130;01-04;01-05;01-09;01-10;-1.1;-1.1;25;10;10;25
PG1023;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1128;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0737;20190101;20271130;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG0260;20190101;20230613;01-04;01-05;01-09;01-10;-1.05;-1.05;10;5;5;10
PG0666;20130404;20230404;01-04;01-05;01-09;01-10;-1.77;-1.87;25;10;10;25
PG0666;20230404;20330404;01-04;01-05;01-09;01-10;-1.8;-1.9;25;10;10;25
PG0724;20190101;20271130;01-04;01-05;01-09;01-10;-0.55;-0.55;25;10;10;25
PG0460;20190101;20250514;01-04;01-05;01-09;01-10;-0.3;-0.3;0;0;0;0
PG0903;20190101;20210210;01-04;01-05;01-09;01-10;-0.3;-0.3;10;5;5;10
PG1062;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1002;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0857;20190101;20231031;01-04;01-05;01-09;01-10;0.45;0.45;25;10;10;25
PG0865;20190101;20230404;01-04;01-05;01-09;01-10;-1.95;-1.95;25;10;10;25
PG0304;20190101;20271101;01-04;01-05;01-09;01-10;-2.4;-2.5;25;10;10;25
PG2479;20190101;20271101;01-04;01-05;01-09;01-10;-2.73;-2.83;25;10;10;25
PG2463;20080613;20110613;01-04;01-05;01-09;01-10;-1.81;-1.91;10;5;5;10
PG2463;20110613;20140613;01-04;01-05;01-09;01-10;-1.83;-1.93;10;5;5;10
PG2463;20140613;20170613;01-04;01-05;01-09;01-10;-1.85;-1.95;10;5;5;10
PG2463;20170613;20200613;01-04;01-05;01-09;01-10;-1.87;-1.97;10;5;5;10
PG2463;20200613;20230613;01-04;01-05;01-09;01-10;-1.89;-1.99;10;5;5;10
PG2462;20080613;20110613;01-04;01-05;01-09;01-10;-1.81;-1.91;10;5;5;10
PG2462;20110613;20140613;01-04;01-05;01-09;01-10;-1.83;-1.93;10;5;5;10
PG2462;20140613;20170613;01-04;01-05;01-09;01-10;-1.85;-1.95;10;5;5;10
PG2462;20170613;20200613;01-04;01-05;01-09;01-10;-1.87;-1.97;10;5;5;10
PG2462;20200613;20230613;01-04;01-05;01-09;01-10;-1.89;-1.99;10;5;5;10
PG1790;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG0315;20190101;20250120;01-04;01-05;01-09;01-10;-2.1;-2.15;0;0;0;0
PG0118;20190101;20230404;01-04;01-05;01-09;01-10;-1.825;-1.825;25;27.5;27.5;25
PG0871;20190101;20250120;01-04;01-05;01-09;01-10;-2.1;-2.15;0;0;0;0
PG0332;20190101;20240219;01-04;01-05;01-09;01-10;-2.15;-2.15;10;5;5;10
PG0435;20190101;20230404;01-04;01-05;01-09;01-10;-1.4;-1.4;25;20.0;20.0;25
PG0121;20190101;20230404;01-04;01-05;01-09;01-10;-0.55;-0.55;25;10;10;25
PG0654;20190101;20221115;01-04;01-05;01-09;01-10;0.6;0.5;25;10;10;25
PG0316;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG0388;20190101;20231023;01-04;01-05;01-09;01-10;-0.2;-0.4;25;10;10;25
PG0501;20190101;20231031;01-04;01-05;01-09;01-10;0.19;0.19;25;10;10;25
PG2123;20131031;20161031;01-04;01-05;01-09;01-10;-2.23;-2.33;25;10;10;25
PG2123;20161031;20191031;01-04;01-05;01-09;01-10;-2.25;-2.35;25;10;10;25
PG2123;20191031;20221031;01-04;01-05;01-09;01-10;-2.27;-2.37;25;10;10;25
PG2123;20221031;20251031;01-04;01-05;01-09;01-10;-2.29;-2.39;25;10;10;25
PG0222;20080613;20110613;01-04;01-05;01-09;01-10;-2.08;-2.18;10;5;5;10
PG0222;20110613;20140613;01-04;01-05;01-09;01-10;-2.1;-2.2;10;5;5;10
PG0222;20140613;20170613;01-04;01-05;01-09;01-10;-2.12;-2.22;10;5;5;10
PG0222;20170613;20200613;01-04;01-05;01-09;01-10;-2.14;-2.24;10;5;5;10
PG0222;20200613;20230613;01-04;01-05;01-09;01-10;-2.16;-2.26;10;5;5;10
PG0312;20190101;20230613;01-04;01-05;01-09;01-10;-1.3;-1.3;10;65.0;65.0;10
PG0717;20130404;20230404;01-04;01-05;01-09;01-10;-1.9;-2;25;10;10;25
PG0717;20230404;20330404;01-04;01-05;01-09;01-10;-1.93;-2.03;25;10;10;25
PG0768;20190101;20230404;01-04;01-05;01-09;01-10;-1.74;-1.74;25;10;10;25
PG2127;20131031;20161031;01-04;01-05;01-09;01-10;-2.19;-2.29;25;10;10;25
PG2127;20161031;20191031;01-04;01-05;01-09;01-10;-2.21;-2.31;25;10;10;25
PG2127;20191031;20221031;01-04;01-05;01-09;01-10;-2.23;-2.33;25;10;10;25
PG2127;20221031;20251031;01-04;01-05;01-09;01-10;-2.25;-2.35;25;10;10;25
PG1990;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG0296;20190101;20210420;01-04;01-05;01-09;01-10;-1.96;-2.06;10;5;5;10
PG1088;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2040;20190101;20210420;01-04;01-05;01-09;01-10;-1.76;-1.76;10;5;5;10
PG0669;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.6;25;10;10;25
PG0758;20190101;20250120;01-04;01-05;01-09;01-10;-2.1;-2.15;0;0;0;0
PG2359;20190101;20230404;01-04;01-05;01-09;01-10;-1.48;-1.58;25;10;10;25
PG0714;20190101;20250312;01-04;01-05;01-09;01-10;-0.58;-0.58;0;0;638;0
PG2226;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.55;25;10;10;25
PG1547;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG2041;20190101;20210420;01-04;01-05;01-09;01-10;-2.02;-2.02;10;5;5;10
PG1459;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG1115;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0285;20190101;20210420;01-04;01-05;01-09;01-10;-0.47;-0.47;10;5;5;10
PG1542;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1087;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0634;20190101;20230404;01-04;01-05;01-09;01-10;-1.9;-1.9;25;10;10;25
PG1114;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1543;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1922;20190101;20250120;01-04;01-05;01-09;01-10;-1.37;-1.37;0;0;0;0
PG1754;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1752;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG1751;20190101;20271101;01-04;01-05;01-09;01-10;-2.24;-2.34;25;10;10;25
PG2022;20190101;20210420;01-04;01-05;01-09;01-10;-1.6;-1.7;10;5;5;10
PG2021;20190101;20210420;01-04;01-05;01-09;01-10;-1.73;-1.83;10;5;5;10
PG1451;20190101;20250120;01-04;01-05;01-09;01-10;-1.8;-1.9;0;0;0;0
PG1444;20080613;20110613;01-04;01-05;01-09;01-10;-2.03;-2.13;10;5;5;10
PG1444;20110613;20140613;01-04;01-05;01-09;01-10;-2.04;-2.14;10;5;5;10
PG1444;20140613;20170613;01-04;01-05;01-09;01-10;-2.05;-2.15;10;5;5;10
PG1444;20170613;20200613;01-04;01-05;01-09;01-10;-2.06;-2.16;10;5;5;10
PG1444;20200613;20230613;01-04;01-05;01-09;01-10;-2.07;-2.17;10;5;5;10
PG1447;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1445;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1442;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1473;20190101;20271130;01-04;01-05;01-09;01-10;-0.3;-0.3;25;10;10;25
PG0892;20190101;20230717;01-04;01-05;01-09;01-10;0;0;25;10;10;25
PG1540;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1604;20190101;20271101;01-04;01-05;01-09;01-10;-2.23;-2.33;25;10;10;25
PG1102;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1420;20190101;20230613;01-04;01-05;01-09;01-10;-0.7;-0.7;10;5;5;10
PG1417;20190101;20231031;01-04;01-05;01-09;01-10;0.915;0.915;25;50.5;50.5;25
PG0221;20190101;20230613;01-04;01-05;01-09;01-10;-1.95;-1.95;10;5;5;10
PG0975;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0938;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.55;25;10;10;25
PG0833;20190101;20230404;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG1164;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0830;20190101;20230404;01-04;01-05;01-09;01-10;-1.9;-1.9;25;10;10;25
PG2088;20190101;20240321;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG0797;20190101;20230404;01-04;01-05;01-09;01-10;-0.9;-0.9;25;10;10;25
PG2245;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1132;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0273;20190101;20210420;01-04;01-05;01-09;01-10;-1.15;-1.15;10;5;5;10
PG1333;20190101;20230404;01-04;01-05;01-09;01-10;-0.1;-0.1;25;10;10;25
PG1248;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1526;20190101;20240321;01-04;01-05;01-09;01-10;-0.5;-0.5;25;10;10;25
PG1510;20190101;20240321;01-04;01-05;01-09;01-10;0.35;0.35;25;10;10;25
PG1330;20190101;20230404;01-04;01-05;01-09;01-10;-0.3;-0.3;25;10;10;25
PG1150;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG2228;20130404;20180404;01-04;01-05;01-09;01-10;-1.93;-2.03;25;10;10;25
PG2228;20180404;20230404;01-04;01-05;01-09;01-10;-1.95;-2.05;25;10;10;25
PG2225;20190101;20230404;01-04;01-05;01-09;01-10;-1.55;-1.55;25;10;10;25
PG2117;20190605;20290605;01-04;01-05;01-09;01-10;-0.7;-0.7;25;92.5;92.5;25
PG1121;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG1005;20190101;20230404;01-04;01-05;01-09;01-10;;;25;10;10;25
PG0836;20190101;20240219;01-04;01-05;01-09;01-10;-1.15;-1.15;10;5;5;10
PG0350;20190101;20231031;01-04;01-05;01-09;01-10;-0.3;-0.3;25;10;10;25
PG0257;20190101;20230613;01-04;01-05;01-09;01-10;-1.4;-1.4;10;5;5;10
PG0494;20190101;20240321;01-04;01-05;01-09;01-10;-1.11;-1.11;25;10;10;25
PG0283;20190101;20210420;01-04;01-05;01-09;01-10;-0.47;-0.47;10;5;5;10
PG2409;20051020;20081020;01-04;01-05;01-09;01-10;-2.81;-2.91;0;0;0;0
PG2409;20081020;20111020;01-04;01-05;01-09;01-10;-2.83;-2.93;0;0;0;0
PG2409;20111020;20141020;01-04;01-05;01-09;01-10;-2.85;-2.95;0;0;0;0
PG2409;20141020;20191231;01-04;01-05;01-09;01-10;-2.87;-2.97;0;0;0;0
PG1513;20190101;20240321;01-04;01-05;01-09;01-10;0.05;0.05;25;10;10;25
PG1555;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1554;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1553;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
PG1552;20190101;20250120;01-04;01-05;01-09;01-10;-1.7;-1.8;0;0;0;0
